sales,graphics,software engineering,health & medicine,architecture and engineering,business & administration,education,service & maintenance
business services,sales,house keeper,customer support,tele marketer
animator,editor,davinci resolve,video production,in design,dream weaver,acrobat,designer,auto cad,illustrator,photographer,after effect,photoshop,adobe,creative design,production manager
tester,devops,swift,type script,system engineer,network,computer science,information science,mobile app developer,ict officer,database,wordpress,c#,meteor,system administrator,game developer,angular,oracle,hacker,it support,solana,javascript,dart,full stack,groovy,data analyst,front end,ios,vue.js,aws,flutter,laravel,avalanche,cardano,boto3,scss/sass,c++,bootstrap,assembly language,php,html,blockchain,react,mern,css,python,seo,java,sql,apex,node.js,next.js,backbone.js,ethereum,ember.js,onion,visual basic,back end
health officer,applied biology,dermatologist,gynecologist,agronomy,agriculture,applied chemistry,micro-biology,veterinary,nurse,epidemiologist,laboratory technician,public health,therapist,anthropology,environmental,medical,porter,sociology,psychology,psychiatrist,midwife,anesthesiologist,psychotherapist,medical laboratory scientist,pharmacology,radiologist
security engineer,food process technologist,hydrogeologist,water supply engineering,food engineering,hydraulic engineering,automotive engineering,chemical,environmental,surveyor,construction engineer,transport enginner,quality control enginner,foreman,textile engineering,interior designer,network,gis expert,architecture,garment engineering,electrical,technician,sanitary engineer,biomedical,industrial,agriculture,mechanical,hardware engineering,civil engineer,site engineer,horticulture
social science,economics,auditor,business services,logistics,officer,assistant,quality control,supervisor,procurement,logistics officer,store keeper,accountant,purchasing officer,driver supervisor,customer relation,finance,secretary,project management,manager,distribution manager,director,human resource manager,purchaser,marketing,administrator,project officer,legal officer,human resource
professor,instructor,teacher,guidance counselor,director,education officer,dean,tutor
daycare,butcher,bell boy,ushers,comedian,videographer,musician,voice artist,operator,lawyer,attorney,barber,host,wood worker,sewer,delivery man,manicure and pedicure,house keeper,coffee cupper,public relations,journalism,tailor,officer,archivist,advisor,organizer,hostess,assistant,author,volunteer,craft,artist,shop keeper,nanny,caterer,researcher,expeditor,bartender,welder,plumber,artists,mechanic,anchor,salon,model,electrician,guardner,lecturer,cleaner,guard,trainee,waiter,writer,office manager,transcriptionist,cashier,driver,cook,interpreter,agent,promoter,customer support,trainer,receptionist,social media booster,coach,translator,content writer,chef,coordinator,barista,consultant,inspector,data collector,content creator
